35,40,4
48,3,1
62,13,3
11,25,1
46,21,3
77,20,3
38,1,3
100,17,3
58,40,2
15,39,3
86,20,3
73,9,2
79,44,1
72,41,3
72,33,2
69,28,2
74,16,2
62,15,5
19,51,2
28,2,2
13,4,3
11,11,2
91,36,5
43,31,3
2,40,1
95,19,3
96,35,2
29,45,1
37,21,4
88,4,3
67,9,1
53,13,4
97,48,3
72,34,3
45,21,1
47,18,2
59,35,3
5,50,2
92,19,3
38,10,2
5,42,3
87,5,2
99,41,3
96,36,1
80,48,2
25,16,4
53,27,2
47,12,1
9,0,4
38,26,3
75,38,1
61,36,3
39,25,3
20,24,3
83,11,2
97,4,2
39,7,2
87,42,5
40,31,3
98,44,4
26,14,3
9,1,3
28,19,2
79,33,2
43,35,3
3,11,3
29,1,2
93,18,2
3,40,3
53,38,4
89,17,2
55,5,2
62,25,3
41,26,3
3,16,4
17,7,2
18,35,4
28,15,4
25,37,3
20,22,2
75,50,2
66,26,3
93,36,2
44,27,2
75,4,1
18,20,2
89,28,3
87,6,3
36,32,3
58,4,3
91,44,2
65,5,2
36,22,1
30,21,3
56,48,2
20,35,4
54,22,4
11,9,3
7,29,2
39,47,1
85,12,2
63,32,4
25,1,4
41,18,1
71,32,1
66,9,2
47,26,2
100,15,3
82,27,3
19,15,2
4,46,2
6,49,2
36,49,2
33,24,3
43,7,3
10,28,3
17,4,2
52,14,2
50,29,2
32,14,2
60,15,2
65,28,4
5,20,2
1,20,1
10,37,3
99,46,3
10,3,3
45,33,3
99,1,2
47,6,2
83,40,3
96,6,2
4,7,2
11,29,2
66,28,3
92,31,1
76,4,2
60,4,3
77,31,3
77,41,2
97,3,3
16,20,3
40,24,3
54,4,4
34,31,5
97,15,3
91,27,3
82,22,2
71,9,2
73,33,2
84,45,3
48,8,1
23,14,1
100,27,2
65,3,1
65,40,3
0,9,2
87,13,2
42,6,3
68,0,1
92,38,5
51,12,2
80,45,4
52,10,4
76,34,2
58,21,1
49,0,1
70,0,2
68,18,3
13,27,1
21,43,3
81,4,4
89,22,4
53,50,4
13,20,2
87,11,3
10,44,1
69,6,1
94,3,1
78,19,3
42,17,3
13,3,3
15,30,3
20,45,2
73,24,3
78,43,2
68,31,4
85,49,3
45,0,2
83,22,2
94,6,3
72,21,2
75,19,4
84,27,2
89,18,2
56,47,4
4,43,1
84,40,2
89,25,4
63,0,3
64,13,1
17,29,2
84,3,1
50,32,1
52,2,1
5,46,3
55,4,2
28,44,3
48,18,3
51,39,2
5,40,3
78,51,4
17,1,2
19,22,2
16,25,5
15,2,2
34,36,1
63,14,1
89,51,3
85,2,2
93,13,2
59,32,2
95,1,4
86,5,2
56,0,2
96,46,3
39,19,3
58,48,1
51,0,3
49,2,3
89,21,2
72,48,3
10,20,3
58,37,3
39,8,2
45,2,2
43,34,2
43,20,2
52,39,2
88,19,1
65,24,2
11,40,3
84,28,4
59,13,3
51,1,2
1,13,3
9,28,1
48,37,3
46,19,1
29,49,1
87,37,3
18,33,1
9,49,4
59,51,3
98,40,4
23,51,2
49,18,1
57,16,1
7,36,3
16,28,2
59,36,2
67,37,3
